fecha;dia;hora;grados;cantidad
20120206;7;1;25;6
20120206;8;1;26;216
20120206;9;1;28;197
20120206;10;1;29;171
20120206;11;1;28;168
20120206;12;1;29;152
20120206;13;1;29;180
20120206;14;1;30;190
20120206;15;1;31;197
20120206;16;1;31;221
20120206;17;1;31;290
20120206;18;1;31;327
20120206;19;1;31;95
20120207;7;2;27;8
20120207;8;2;27;192
20120207;9;2;29;220
20120207;10;2;30;136
20120207;11;2;30;158
20120207;12;2;31;185
20120207;13;2;31;181
20120207;14;2;32;165
20120207;15;2;31;166
20120207;16;2;32;203
20120207;17;2;31;254
20120207;18;2;31;270
20120207;19;2;30;50
20120208;7;3;24;8
20120208;8;3;24;186
20120208;9;3;25;199
20120208;10;3;25;156
20120208;11;3;26;183
20120208;12;3;27;161
20120208;13;3;27;179
20120208;14;3;28;191
20120208;15;3;28;205
20120208;16;3;29;229
20120208;17;3;30;271
20120208;18;3;30;315
20120208;19;3;30;93
20120208;20;3;27;1
20120209;7;4;20;6
20120209;8;4;20;250
20120209;9;4;22;189
20120209;10;4;23;178
20120209;11;4;24;207
20120209;12;4;26;204
20120209;13;4;27;239
20120209;14;4;27;213
20120209;15;4;26;197
20120209;16;4;26;243
20120209;17;4;25;325
20120209;18;4;25;352
20120209;19;4;25;118
20120209;20;4;24;1
20120210;7;5;18;7
20120210;8;5;19;238
20120210;9;5;22;195
20120210;10;5;24;183
20120210;11;5;24;172
20120210;12;5;25;221
20120210;13;5;26;203
20120210;14;5;26;196
20120210;15;5;27;232
20120210;16;5;27;273
20120210;17;5;27;348
20120210;18;5;25;344
20120210;19;5;25;87
20120211;8;6;21;1
20120211;9;6;23;84
20120211;10;6;25;152
20120211;11;6;26;170
20120211;12;6;27;146
20120211;13;6;28;136
20120211;14;6;28;29
20120213;7;1;25;16
20120213;8;1;27;220
20120213;9;1;29;173
20120213;10;1;29;156
20120213;11;1;30;172
20120213;12;1;31;175
20120213;13;1;31;196
20120213;14;1;31;184
20120213;15;1;32;200
20120213;16;1;32;212
20120213;17;1;32;371
20120213;18;1;32;422
20120213;19;1;31;103
20120213;20;1;29;1
20120214;7;2;26;15
20120214;8;2;26;235
20120214;9;2;28;233
20120214;10;2;29;164
20120214;11;2;31;184
20120214;12;2;32;189
20120214;13;2;33;210
20120214;14;2;33;227
20120214;15;2;33;200
20120214;16;2;33;231
20120214;17;2;33;301
20120214;18;2;33;367
20120214;19;2;32;111
20120214;20;2;30;1
20120215;7;3;27;14
20120215;8;3;28;211
20120215;9;3;30;159
20120215;10;3;29;163
20120215;11;3;30;166
20120215;12;3;32;181
20120215;13;3;34;184
20120215;14;3;34;177
20120215;15;3;35;179
20120215;16;3;35;205
20120215;17;3;35;236
20120215;18;3;34;317
20120215;19;3;33;100
20120215;20;3;31;1
20120216;7;4;28;2
20120216;8;4;29;182
20120216;9;4;30;182
20120216;10;4;30;155
20120216;11;4;31;160
20120216;12;4;32;179
20120216;13;4;33;158
20120216;14;4;32;178
20120216;15;4;33;178
20120216;16;4;31;221
20120216;17;4;30;249
20120216;18;4;27;218
20120216;19;4;26;8
20120216;20;4;22;1
20120217;7;5;26;7
20120217;8;5;26;200
20120217;9;5;27;167
20120217;10;5;28;138
20120217;11;5;29;168
20120217;12;5;30;206
20120217;13;5;30;200
20120217;14;5;30;199
20120217;15;5;30;220
20120217;16;5;29;238
20120217;17;5;28;241
20120217;18;5;27;259
20120217;19;5;26;72
20120217;20;5;26;1
20120218;8;6;28;4
20120218;9;6;29;62
20120218;10;6;31;98
20120218;11;6;33;133
20120218;12;6;34;112
20120218;13;6;34;98
20120218;14;6;34;4
20120222;7;3;17;9
20120222;8;3;19;210
20120222;9;3;20;162
20120222;10;3;21;150
20120222;11;3;22;155
20120222;12;3;23;183
20120222;13;3;24;206
20120222;14;3;25;197
20120222;15;3;26;208
20120222;16;3;27;227
20120222;17;3;27;295
20120222;18;3;27;345
20120222;19;3;26;91
20120223;7;4;17;8
20120223;8;4;17;220
20120223;9;4;18;191
20120223;10;4;19;168
20120223;11;4;21;192
20120223;12;4;22;216
20120223;13;4;22;231
20120223;14;4;24;205
20120223;15;4;25;213
20120223;16;4;25;248
20120223;17;4;25;332
20120223;18;4;25;347
20120223;19;4;25;98
20120223;20;4;24;1
20120224;7;5;21;12
20120224;8;5;22;213
20120224;9;5;23;178
20120224;10;5;24;175
20120224;11;5;25;184
20120224;12;5;26;205
20120224;13;5;26;203
20120224;14;5;26;223
20120224;15;5;26;228
20120224;16;5;26;224
20120224;17;5;26;260
20120224;18;5;25;290
20120224;19;5;24;64
20120225;8;6;22;3
20120225;9;6;22;51
20120225;10;6;24;75
20120225;11;6;24;128
20120225;12;6;25;146
20120225;13;6;26;153
20120225;14;6;27;24
20120225;15;6;28;1
20120228;7;2;20;1
20120228;8;2;20;14
20120228;9;2;21;35
20120228;10;2;21;67
20120228;11;2;21;104
20120228;12;2;22;119
20120228;13;2;22;164
20120228;14;2;21;154
20120228;15;2;22;164
20120228;16;2;22;184
20120228;17;2;22;233
20120228;18;2;22;264
20120228;19;2;22;67
20120229;7;3;24;4
20120229;8;3;24;143
20120229;9;3;24;164
20120229;10;3;24;163
20120229;11;3;23;172
20120229;12;3;23;200
20120229;13;3;23;254
20120229;14;3;23;230
20120229;15;3;21;206
20120229;16;3;19;238
20120229;17;3;18;270
20120229;18;3;18;205
20120229;19;3;18;61
20120229;20;3;18;2
20120301;7;4;25;1
20120301;8;4;25;68
20120301;9;4;24;205
20120301;10;4;24;213
20120301;11;4;23;193
20120301;12;4;23;255
20120301;13;4;23;311
20120301;14;4;22;272
20120301;15;4;22;293
20120301;16;4;21;302
20120301;17;4;21;233
20120301;18;4;21;228
20120301;19;4;22;75
20120302;7;5;26;11
20120302;8;5;26;190
20120302;9;5;24;224
20120302;10;5;26;170
20120302;11;5;26;188
20120302;12;5;26;226
20120302;13;5;26;236
20120302;14;5;26;256
20120302;15;5;26;298
20120302;16;5;26;269
20120302;17;5;26;219
20120302;18;5;26;246
20120302;19;5;26;59
20120303;8;6;24;4
20120303;9;6;25;43
20120303;10;6;27;97
20120303;11;6;27;148
20120303;12;6;28;157
20120303;13;6;28;161
20120303;14;6;29;48
20120305;7;1;25;14
20120305;8;1;26;230
20120305;9;1;26;181
20120305;10;1;28;120
20120305;11;1;29;157
20120305;12;1;28;198
20120305;13;1;28;191
20120305;14;1;27;191
20120305;15;1;24;143
20120305;16;1;23;30
20120305;17;1;21;103
20120305;18;1;21;45
20120305;19;1;21;5
20120306;7;2;22;14
20120306;8;2;22;203
20120306;9;2;24;176
20120306;10;2;25;141
20120306;11;2;26;173
20120306;12;2;26;227
20120306;13;2;27;231
20120306;14;2;27;207
20120306;15;2;27;200
20120306;16;2;27;240
20120306;17;2;27;347
20120306;18;2;26;274
20120306;19;2;26;66
20120307;7;3;23;13
20120307;8;3;23;221
20120307;9;3;25;237
20120307;10;3;27;187
20120307;11;3;28;189
20120307;12;3;27;210
20120307;13;3;28;282
20120307;14;3;28;259
20120307;15;3;29;262
20120307;16;3;29;274
20120307;17;3;29;305
20120307;18;3;28;233
20120307;19;3;28;73
20120308;7;4;25;12
20120308;8;4;25;229
20120308;9;4;26;202
20120308;10;4;27;162
20120308;11;4;27;192
20120308;12;4;27;235
20120308;13;4;27;252
20120308;14;4;28;238
20120308;15;4;28;226
20120308;16;4;27;256
20120308;17;4;26;337
20120308;18;4;26;282
20120308;19;4;25;90
20120308;20;4;25;2
20120309;7;5;22;13
20120309;8;5;23;189
20120309;9;5;24;178
20120309;10;5;25;183
20120309;11;5;25;213
20120309;12;5;26;253
20120309;13;5;26;255
20120309;14;5;27;289
20120309;15;5;27;256
20120309;16;5;27;314
20120309;17;5;28;304
20120309;18;5;27;246
20120309;19;5;27;78
20120309;22;5;26;1
20120310;8;6;22;2
20120310;9;6;23;44
20120310;10;6;24;85
20120310;11;6;24;129
20120310;12;6;26;142
20120310;13;6;27;121
20120310;14;6;29;28
20120312;7;1;22;22
20120312;8;1;22;71
20120312;9;1;20;15
20120312;10;1;20;32
20120312;11;1;21;55
20120312;12;1;22;36
20120312;13;1;22;84
20120312;14;1;24;145
20120312;15;1;25;176
20120312;16;1;25;74
20120312;17;1;24;142
20120312;18;1;24;137
20120312;19;1;24;21
20120313;7;2;21;1
20120313;8;2;20;147
20120313;9;2;20;162
20120313;10;2;21;155
20120313;11;2;22;176
20120313;12;2;24;222
20120313;13;2;26;227
20120313;14;2;27;241
20120313;15;2;28;197
20120313;16;2;28;247
20120313;17;2;28;373
20120313;18;2;28;293
20120313;19;2;27;85
20120314;7;3;19;8
20120314;8;3;19;232
20120314;9;3;21;241
20120314;10;3;22;188
20120314;11;3;23;211
20120314;12;3;22;224
20120314;13;3;23;292
20120314;14;3;23;242
20120314;15;3;24;269
20120314;16;3;23;322
20120314;17;3;23;322
20120314;18;3;23;316
20120314;19;3;22;89
20120315;7;4;16;14
20120315;8;4;16;234
20120315;9;4;18;200
20120315;10;4;19;173
20120315;11;4;20;206
20120315;12;4;21;241
20120315;13;4;21;222
20120315;14;4;22;257
20120315;15;4;23;263
20120315;16;4;23;222
20120315;17;4;23;290
20120315;18;4;22;251
20120315;19;4;22;99
20120316;7;5;19;14
20120316;8;5;20;219
20120316;9;5;21;243
20120316;10;5;22;216
20120316;11;5;23;205
20120316;12;5;23;238
20120316;13;5;24;240
20120316;14;5;24;263
20120316;15;5;25;268
20120316;16;5;25;272
20120316;17;5;25;286
20120316;18;5;25;279
20120316;19;5;24;76
20120316;20;5;24;4
20120317;8;6;22;3
20120317;9;6;22;56
20120317;10;6;23;126
20120317;11;6;24;132
20120317;12;6;24;157
20120317;13;6;25;141
20120317;14;6;25;33
20120319;7;1;24;20
20120319;8;1;25;226
20120319;9;1;26;226
20120319;10;1;26;186
20120319;11;1;27;220
20120319;12;1;28;219
20120319;13;1;29;243
20120319;14;1;29;192
20120319;15;1;29;168
20120319;16;1;28;241
20120319;17;1;27;197
20120319;18;1;25;26
20120319;19;1;22;4
20120320;7;2;20;13
20120320;8;2;20;209
20120320;9;2;21;133
20120320;10;2;21;59
20120320;11;2;21;82
20120320;12;2;22;144
20120320;13;2;22;215
20120320;14;2;23;218
20120320;15;2;23;239
20120320;16;2;23;262
20120320;17;2;23;267
20120320;18;2;23;303
20120320;19;2;23;62
20120321;7;3;19;11
20120321;8;3;19;237
20120321;9;3;20;211
20120321;10;3;21;181
20120321;11;3;22;181
20120321;12;3;22;216
20120321;13;3;22;269
20120321;14;3;23;250
20120321;15;3;23;269
20120321;16;3;23;263
20120321;17;3;23;314
20120321;18;3;22;303
20120321;19;3;22;61
20120322;7;4;17;12
20120322;8;4;17;274
20120322;9;4;17;201
20120322;10;4;18;202
20120322;11;4;18;227
20120322;12;4;19;235
20120322;13;4;20;298
20120322;14;4;20;260
20120322;15;4;20;268
20120322;16;4;20;230
20120322;17;4;20;294
20120322;18;4;19;303
20120322;19;4;19;65
20120323;7;5;12;19
20120323;8;5;13;231
20120323;9;5;14;215
20120323;10;5;16;184
20120323;11;5;17;243
20120323;12;5;18;229
20120323;13;5;19;285
20120323;14;5;20;283
20120323;15;5;20;302
20120323;16;5;21;258
20120323;17;5;21;311
20120323;18;5;21;270
20120323;19;5;20;52
20120326;7;1;16;12
20120326;8;1;16;288
20120326;9;1;17;208
20120326;10;1;18;182
20120326;11;1;19;198
20120326;12;1;20;242
20120326;13;1;19;244
20120326;14;1;18;188
20120326;15;1;17;147
20120326;16;1;16;241
20120326;17;1;16;248
20120326;18;1;17;248
20120326;19;1;17;60
20120327;7;2;10;16
20120327;8;2;11;233
20120327;9;2;12;171
20120327;10;2;13;167
20120327;11;2;15;182
20120327;12;2;15;206
20120327;13;2;15;253
20120327;14;2;15;225
20120327;15;2;16;183
20120327;16;2;16;257
20120327;17;2;16;295
20120327;18;2;15;295
20120327;19;2;15;60
20120328;7;3;12;14
20120328;8;3;13;240
20120328;9;3;15;177
20120328;10;3;17;153
20120328;11;3;18;198
20120328;12;3;19;264
20120328;13;3;20;313
20120328;14;3;21;316
20120328;15;3;22;346
20120328;16;3;22;319
20120328;17;3;22;275
20120328;18;3;21;257
20120328;19;3;20;62
20120329;7;4;16;18
20120329;8;4;17;282
20120329;9;4;18;244
20120329;10;4;20;151
20120329;11;4;21;237
20120329;12;4;22;274
20120329;13;4;23;339
20120329;14;4;24;330
20120329;15;4;24;296
20120329;16;4;23;297
20120329;17;4;23;266
20120329;18;4;22;285
20120329;19;4;22;64
20120330;7;5;19;19
20120330;8;5;19;274
20120330;9;5;21;254
20120330;10;5;22;238
20120330;11;5;23;241
20120330;12;5;23;265
20120330;13;5;23;292
20120330;14;5;24;293
20120330;15;5;24;272
20120330;16;5;24;267
20120330;17;5;23;335
20120330;18;5;23;291
20120330;19;5;22;38
20120330;20;5;21;1
20120331;9;6;21;73
20120331;10;6;22;93
20120331;11;6;23;139
20120331;12;6;24;154
20120331;13;6;24;165
20120331;14;6;25;40
20120403;7;2;19;13
20120403;8;2;19;223
20120403;9;2;21;212
20120403;10;2;21;167
20120403;11;2;22;216
20120403;12;2;22;197
20120403;13;2;22;221
20120403;14;2;22;226
20120403;15;2;23;229
20120403;16;2;24;216
20120403;17;2;24;287
20120403;18;2;23;279
20120403;19;2;22;45
20120404;7;3;21;22
20120404;8;3;22;189
20120404;9;3;22;175
20120404;10;3;23;165
20120404;11;3;24;223
20120404;12;3;25;251
20120404;13;3;26;306
20120404;14;3;27;237
20120404;15;3;27;209
20120404;16;3;26;199
20120404;17;3;26;235
20120404;18;3;26;183
20120404;19;3;25;39
20120409;7;1;18;17
20120409;8;1;18;231
20120409;9;1;19;177
20120409;10;1;19;168
20120409;11;1;20;209
20120409;12;1;21;215
20120409;13;1;22;261
20120409;14;1;23;248
20120409;15;1;23;251
20120409;16;1;23;268
20120409;17;1;23;363
20120409;18;1;22;318
20120409;19;1;21;43
20120410;7;2;19;13
20120410;8;2;19;224
20120410;9;2;19;181
20120410;10;2;20;197
20120410;11;2;21;224
20120410;12;2;22;213
20120410;13;2;22;240
20120410;14;2;23;193
20120410;15;2;24;216
20120410;16;2;25;255
20120410;17;2;24;394
20120410;18;2;23;297
20120410;19;2;22;46
20120411;7;3;19;17
20120411;8;3;19;218
20120411;9;3;18;212
20120411;10;3;19;204
20120411;11;3;21;210
20120411;12;3;23;220
20120411;13;3;24;270
20120411;14;3;25;235
20120411;15;3;25;234
20120411;16;3;25;271
20120411;17;3;25;396
20120411;18;3;24;303
20120411;19;3;24;52
20120411;20;3;23;1
20120412;7;4;18;7
20120412;8;4;18;245
20120412;9;4;20;184
20120412;10;4;21;189
20120412;11;4;21;186
20120412;12;4;22;207
20120412;13;4;22;299
20120412;14;4;23;269
20120412;15;4;24;256
20120412;16;4;24;309
20120412;17;4;24;404
20120412;18;4;23;319
20120412;19;4;22;72
20120413;7;5;20;20
20120413;8;5;20;268
20120413;9;5;21;207
20120413;10;5;22;188
20120413;11;5;23;224
20120413;12;5;24;252
20120413;13;5;24;295
20120413;14;5;24;265
20120413;15;5;24;301
20120413;16;5;24;263
20120413;17;5;24;348
20120413;18;5;23;243
20120413;19;5;23;45
20120414;8;6;20;1
20120414;9;6;20;57
20120414;10;6;22;95
20120414;11;6;23;171
20120414;12;6;24;152
20120414;13;6;25;138
20120414;14;6;26;25
20120416;7;1;18;14
20120416;8;1;19;269
20120416;9;1;20;216
20120416;10;1;21;183
20120416;11;1;23;218
20120416;12;1;24;232
20120416;13;1;25;252
20120416;14;1;25;271
20120416;15;1;26;276
20120416;16;1;25;281
20120416;17;1;25;394
20120416;18;1;24;337
20120416;19;1;24;67
20120416;20;1;23;2
20120417;7;2;18;5
20120417;8;2;19;207
20120417;9;2;19;208
20120417;10;2;20;181
20120417;11;2;20;220
20120417;12;2;22;291
20120417;13;2;22;297
20120417;14;2;23;281
20120417;15;2;24;238
20120417;16;2;24;282
20120417;17;2;24;332
20120417;18;2;24;356
20120417;19;2;24;46
20120418;7;3;18;20
20120418;8;3;19;252
20120418;9;3;21;237
20120418;10;3;22;210
20120418;11;3;23;245
20120418;12;3;24;264
20120418;13;3;24;286
20120418;14;3;24;308
20120418;15;3;25;299
20120418;16;3;24;269
20120418;17;3;24;379
20120418;18;3;23;283
20120418;19;3;22;54
20120419;7;4;17;24
20120419;8;4;19;250
20120419;9;4;21;257
20120419;10;4;22;203
20120419;11;4;23;241
20120419;12;4;24;272
20120419;13;4;26;320
20120419;14;4;26;275
20120419;15;4;27;273
20120419;16;4;26;275
20120419;17;4;26;376
20120419;18;4;25;364
20120419;19;4;24;54
20120420;7;5;19;16
20120420;8;5;20;257
20120420;9;5;21;246
20120420;10;5;22;224
20120420;11;5;23;246
20120420;12;5;25;289
20120420;13;5;26;313
20120420;14;5;26;290
20120420;15;5;27;306
20120420;16;5;27;325
20120420;17;5;27;330
20120420;18;5;27;287
20120420;19;5;27;52
20120421;8;6;13;4
20120421;9;6;14;57
20120421;10;6;15;84
20120421;11;6;15;127
20120421;12;6;16;143
20120421;13;6;17;152
20120421;14;6;17;38
20120423;7;1;14;11
20120423;8;1;13;218
20120423;9;1;13;164
20120423;10;1;13;160
20120423;11;1;14;171
20120423;12;1;15;171
20120423;13;1;16;242
20120423;14;1;16;229
20120423;15;1;16;276
20120423;16;1;16;259
20120423;17;1;15;299
20120423;18;1;14;226
20120423;19;1;14;33
20120424;7;2;9;12
20120424;8;2;10;204
20120424;9;2;11;181
20120424;10;2;12;160
20120424;11;2;13;201
20120424;12;2;13;232
20120424;13;2;14;282
20120424;14;2;15;230
20120424;15;2;15;220
20120424;16;2;15;232
20120424;17;2;15;327
