fecha;dia;hora;grados;cantidad
20110803;3;16;14;145
20110803;3;17;14;107
20110803;3;18;12;129
20110803;3;19;10;34
20110804;4;7;3;1
20110804;4;8;4;65
20110804;4;9;4;91
20110811;4;17;21;223
20110811;4;18;21;259
20110811;4;19;19;73
20110811;4;20;18;1
20110812;5;8;17;24
20110812;5;9;18;56
20110812;5;10;18;40
20110812;5;11;18;47
20110812;5;12;19;47
20110812;5;13;19;48
20110812;5;14;19;63
20110812;5;15;18;70
20110812;5;16;15;93
20110812;5;17;15;83
20110812;5;18;14;105
20110812;5;19;14;29
20110813;6;9;11;23
20110813;6;10;13;39
20110813;6;11;14;61
20110813;6;12;15;94
20110813;6;13;16;80
20110813;6;14;16;20
20110815;1;7;13;5
20110815;1;8;13;86
20110815;1;9;13;117
20110815;1;10;13;96
20110815;1;11;13;116
20110815;1;12;13;128
20110815;1;13;14;132
20110815;1;14;14;127
20110815;1;15;14;141
20110815;1;16;14;118
20110815;1;17;15;160
20110815;1;18;15;228
20110815;1;19;15;49
20110816;2;7;15;5
20110816;2;8;15;71
20110816;2;9;15;74
20110816;2;10;15;58
20110816;2;11;15;67
20110816;2;12;15;108
20110816;2;13;15;133
20110816;2;14;15;79
20110816;2;15;15;38
20110816;2;16;15;51
20110816;2;17;15;42
20110816;2;18;15;76
20110816;2;19;14;25
20110816;2;20;14;1
20110817;3;7;12;2
20110817;3;8;12;80
20110817;3;9;12;131
20110817;3;10;13;88
20110817;3;11;13;118
20110817;3;12;13;126
20110817;3;13;13;126
20110817;3;14;13;132
20110817;3;15;13;146
20110817;3;16;13;135
20110817;3;17;13;170
20110817;3;18;13;193
20110817;3;19;13;46
20110818;4;7;13;2
20110818;4;8;13;114
20110818;4;9;13;123
20110818;4;10;14;121
20110818;4;11;14;123
20110818;4;12;14;132
20110818;4;13;15;161
20110818;4;14;14;159
20110818;4;15;15;145
20110818;4;16;15;137
20110818;4;17;15;178
20110818;4;18;15;237
20110818;4;19;15;65
20110819;5;7;10;1
20110819;5;8;10;80
20110819;5;9;10;105
20110819;5;10;10;80
20110819;5;11;11;98
20110819;5;12;11;95
20110819;5;13;12;113
20110819;5;14;12;118
20110819;5;15;12;103
20110819;5;16;12;100
20110819;5;17;10;100
20110819;5;18;10;119
20110819;5;19;10;31
20110820;6;9;9;12
20110820;6;10;10;34
20110820;6;11;11;48
20110820;6;12;12;49
20110820;6;13;12;39
20110820;6;14;12;9
20110820;6;15;12;1
20110823;2;7;8;1
20110823;2;8;8;84
20110823;2;9;10;132
20110823;2;10;11;111
20110823;2;11;11;104
20110823;2;12;11;165
20110823;2;13;12;158
20110823;2;14;12;146
20110823;2;15;13;153
20110823;2;16;13;159
20110823;2;17;13;175
20110823;2;18;13;244
20110823;2;19;13;45
20110824;3;7;13;2
20110824;3;8;13;88
20110824;3;9;13;132
20110824;3;10;13;129
20110824;3;11;14;109
20110824;3;12;13;146
20110824;3;13;14;164
20110824;3;14;14;147
20110824;3;15;14;128
